WEO Subject Code;Country;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015
GGXCNL_NGDP;Saudi Arabia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-2.460;6.152;3.183;-1.756;5.449;12.050;21.325;24.371;15.038;31.553;-4.094;5.191;12.011;14.736;8.743;-0.454;-14.213
BCA_NGDPD;Saudi Arabia;25.260;21.544;4.954;-13.077;-15.424;-12.447;-13.564;-11.404;-8.317;-10.004;-3.530;-20.833;-12.941;-12.986;-7.758;-3.715;0.429;0.184;-8.947;0.254;7.554;5.080;6.262;12.997;20.069;27.449;26.337;22.472;25.456;4.883;12.671;23.686;22.449;17.820;14.110;-1.009
NGDP_RPCH;Senegal;-0.827;5.070;7.843;-5.326;3.746;3.283;3.113;6.094;-0.592;3.978;-0.676;2.556;1.243;1.301;-0.017;5.363;2.012;3.124;5.899;6.347;3.199;4.581;0.655;6.683;5.871;5.613;2.470;4.938;3.682;2.423;4.180;1.656;3.360;3.486;4.545;4.645
PCPIPCH;Senegal;8.837;5.779;17.384;11.707;11.742;13.041;6.122;-4.130;-1.823;0.449;0.325;-1.754;-0.007;-0.744;32.104;8.076;2.757;1.753;0.980;0.811;0.748;3.053;2.398;-0.048;0.515;1.707;2.114;5.863;6.335;-2.248;1.229;3.403;1.418;0.710;-0.532;1.469
GGXCNL_NGDP;Senegal;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.876;-2.363;-0.738;-1.762;-2.343;-2.786;-5.411;-3.844;-4.693;-4.929;-5.201;-6.294;-5.601;-5.544;-5.063;-4.570
BCA_NGDPD;Senegal;-12.321;-14.214;-9.864;-10.967;-10.068;-9.172;-6.386;-6.066;-8.314;-7.754;-7.773;-8.025;-7.955;-8.776;-4.668;-4.819;-3.939;-3.962;-3.873;-4.804;-6.989;-5.039;-6.039;-6.366;-6.870;-8.852;-9.209;-11.614;-14.074;-6.666;-4.393;-7.929;-10.813;-10.919;-10.278;-7.595
NGDP_RPCH;Serbia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-11.173;5.254;4.993;7.116;4.415;9.047;5.540;4.904;5.889;5.367;-3.116;0.584;1.401;-1.015;2.572;-1.813;-0.500
PCPIPCH;Serbia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;30.000;41.100;70.000;80.744;8.868;2.901;10.602;16.253;10.732;6.002;12.411;8.117;6.143;11.137;7.330;7.694;2.082;2.729
GGXCNL_NGDP;Serbia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.288;0.858;-2.590;-2.656;0.066;1.101;-0.985;-0.894;-1.894;-3.638;-3.693;-4.140;-6.760;-5.308;-6.279;-5.785
BCA_NGDPD;Serbia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-1.561;2.054;-3.932;-7.196;-13.182;-8.446;-9.635;-17.181;-21.050;-6.242;-6.367;-8.594;-11.482;-6.104;-6.036;-4.736
NGDP_RPCH;Seychelles;-2.253;-3.877;-2.071;-0.616;4.306;10.294;0.762;4.875;5.326;10.286;7.455;2.760;7.173;7.303;-2.437;0.485;9.998;12.194;2.467;1.872;4.253;-2.271;1.213;-5.887;-2.850;9.006;9.406;10.418;-2.141;-1.107;5.945;7.895;6.040;6.623;2.935;3.528
PCPIPCH;Seychelles;13.516;10.512;-0.854;6.053;4.095;0.834;0.237;2.594;1.839;1.581;3.889;2.032;3.249;1.312;1.769;-0.253;-1.078;0.608;2.700;6.300;6.300;6.000;0.200;3.300;3.900;0.645;-1.865;-8.569;36.965;31.748;-2.400;2.559;7.110;4.339;1.394;3.956
GGXCNL_NGDP;Seychelles;n/a;n/a;n/a;-3.132;-6.086;-4.855;-10.056;2.772;11.813;8.257;11.911;3.151;6.442;-3.623;-6.947;-2.580;-9.692;-5.906;-16.670;-10.264;-14.740;-8.927;-16.260;3.396;0.437;0.422;-2.538;-9.929;7.882;4.839;0.521;3.275;2.699;0.347;3.255;1.211
BCA_NGDPD;Seychelles;-10.602;-12.211;-27.505;-17.755;-8.782;-11.369;-16.018;-8.470;-10.010;-13.008;-3.521;-2.182;-1.592;1.820;6.452;0.279;-10.420;-11.741;-17.469;-18.743;-6.981;-24.597;-14.519;-1.327;-7.187;-18.939;-13.161;-18.770;-27.186;-22.357;-22.103;-28.268;-25.845;-15.236;-22.467;-19.325
NGDP_RPCH;Sierra Leone;-0.560;1.878;1.780;-1.576;1.700;-6.740;0.132;2.382;2.058;4.952;1.611;-7.993;-9.646;0.054;3.500;-10.025;-24.787;-17.596;-0.837;-8.122;3.807;18.170;26.425;9.327;6.615;4.532;4.241;8.043;5.276;3.196;5.352;5.962;15.206;20.120;6.043;-12.763
PCPIPCH;Sierra Leone;12.867;23.369;26.890;68.526;66.575;76.576;80.867;178.700;34.287;60.800;110.946;102.695;65.500;22.202;24.199;25.987;23.137;14.559;35.986;34.092;-0.918;2.568;-3.659;7.546;14.247;12.050;9.546;11.650;14.834;9.247;17.782;18.461;13.811;9.799;8.301;13.070
GGXCNL_NGDP;Sierra Leone;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-3.094;-5.126;-4.821;-4.474;-2.367;-1.937;-1.550;20.096;-3.466;-2.335;-5.002;-4.557;-5.175;-2.394;-3.116;-4.707
BCA_NGDPD;Sierra Leone;-9.693;-7.226;-8.287;-0.988;-1.117;0.160;10.710;-2.651;-0.151;-3.466;-7.322;1.348;-0.552;-5.150;-6.698;-9.278;-10.954;-4.425;-3.388;-10.168;-11.935;-9.030;-5.860;-6.003;-6.884;-6.364;-5.037;-7.420;-8.977;-13.325;-22.702;-65.257;-22.021;-10.447;-7.590;-13.219
NGDP_RPCH;Singapore;10.027;10.684;7.172;8.540;8.801;-0.687;1.328;10.757;11.115;10.183;10.044;6.687;7.088;11.537;10.925;7.028;7.532;8.291;-2.225;6.095;8.898;-0.952;4.212;4.435;9.549;7.489;8.860;9.112;1.788;-0.603;15.240;6.207;3.414;4.443;2.918;3.031
PCPIPCH;Singapore;8.541;8.189;3.918;1.037;2.604;0.492;-1.380;0.483;1.523;2.294;3.450;3.440;2.244;2.291;3.095;1.725;1.379;2.023;-0.271;0.024;1.348;1.015;-0.392;0.487;1.672;0.468;0.963;2.105;6.628;0.597;2.823;5.248;4.576;2.359;1.025;0.043
GGXCNL_NGDP;Singapore;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;11.218;9.348;12.849;15.698;14.866;11.710;8.476;9.423;1.590;5.505;8.931;4.045;4.407;5.983;5.917;7.792;7.005;11.836;6.440;-0.593;6.564;8.470;7.839;5.438;4.241;1.464
BCA_NGDPD;Singapore;-13.052;-10.304;-8.041;-3.241;-1.810;0.314;1.993;-0.506;7.288;9.388;7.963;10.667;11.282;6.885;15.385;16.403;14.398;15.232;21.519;16.789;10.599;13.507;13.331;22.576;17.959;21.871;24.957;25.974;14.432;16.819;23.663;21.993;17.167;17.894;19.090;20.662
NGDP_RPCH;Slovak Republic;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;6.206;7.872;6.941;4.445;3.994;-0.202;1.213;3.323;4.714;5.412;5.242;6.538;8.259;10.681;5.446;-5.290;4.827;2.705;1.602;1.425;2.410;2.881
PCPIPCH;Slovak Republic;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;13.464;9.891;5.766;5.995;6.692;10.510;12.170;7.149;3.477;8.429;7.449;2.788;4.263;1.899;3.945;0.930;0.698;4.081;3.740;1.463;-0.102;0.035
GGXCNL_NGDP;Slovak Republic;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-6.169;-5.237;-7.311;-12.104;-6.428;-8.098;-2.718;-2.307;-2.859;-3.565;-1.923;-2.356;-7.925;-7.487;-4.114;-4.220;-2.627;-3.022;-2.591
BCA_NGDPD;Slovak Republic;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-4.747;4.194;2.741;-9.688;-8.837;-9.576;-4.424;-3.025;-7.921;-7.546;-4.881;-5.826;-7.294;-7.035;-4.829;-6.456;-3.459;-4.737;-4.984;0.947;1.520;0.161;0.408
NGDP_RPCH;Slovenia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;2.800;5.300;4.100;3.602;5.114;3.286;5.275;4.155;2.949;3.836;2.842;4.352;4.003;5.656;6.941;3.300;-7.797;1.222;0.613;-2.640;-0.998;2.636;2.073
PCPIPCH;Slovenia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;31.930;20.745;13.656;9.841;8.358;7.910;6.154;8.879;8.422;7.465;5.573;3.584;2.485;2.458;3.611;5.651;0.854;1.834;1.830;2.586;1.759;0.211;-0.392
GGXCNL_NGDP;Slovenia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;0.036;0.283;-1.029;-0.696;-0.565;-1.208;-1.247;-1.421;-1.276;-1.287;-1.025;-0.792;0.258;-0.270;-5.420;-5.242;-5.504;-3.141;-13.801;-5.807;-3.972
BCA_NGDPD;Slovenia;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;5.663;1.702;4.168;-1.452;0.093;0.144;-0.859;-4.006;-3.229;0.044;0.923;-0.828;-2.695;-1.794;-1.831;-4.201;-5.425;-0.608;-0.079;0.225;2.651;5.607;5.773;7.051
NGDP_RPCH;Solomon Islands;-2.663;-1.797;-1.670;3.891;0.170;-3.132;-0.201;8.421;1.250;4.264;2.200;6.000;12.700;4.000;8.100;10.100;1.610;-0.914;1.292;-0.486;-14.277;-7.957;-2.800;6.523;8.089;12.853;3.993;6.389;7.106;-4.738;6.889;12.945;4.650;3.020;1.492;3.345
PCPIPCH;Solomon Islands;8.250;13.144;12.998;6.950;10.922;9.409;13.100;11.494;16.812;14.936;8.700;15.000;10.800;9.200;13.294;9.612;11.773;8.065;12.355;7.953;6.928;7.628;9.366;10.077;6.916;7.529;11.224;7.664;17.323;7.111;0.947;7.436;5.911;5.389;5.075;3.817
GGXCNL_NGDP;Solomon Islands;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-3.911;-5.763;-1.064;-2.487;-0.130;-0.487;0.185;-0.753;2.981;-0.155;-3.868;-1.065;-1.428;6.072;5.352;-1.876;-1.313;1.732;-0.177;1.774;6.341;8.847;3.798;4.401;1.898;-2.103
BCA_NGDPD;Solomon Islands;-3.162;-11.048;-2.180;-3.633;0.234;-17.527;5.751;0.134;-12.171;-15.471;-12.392;-16.268;-2.758;-2.486;0.347;-19.762;-7.324;-4.190;-1.316;3.086;-8.015;-6.784;-4.530;6.626;16.803;-6.718;-9.010;-15.566;-18.220;-21.851;-33.289;-8.602;1.528;-4.455;-8.504;-8.400
NGDP_RPCH;South Africa;6.621;5.361;-0.383;-1.847;5.099;-1.211;0.018;2.101;4.200;2.395;-0.318;-1.018;-2.137;1.234;3.234;3.116;4.307;2.647;0.517;2.358;4.155;2.735;3.668;2.949;4.555;5.277;5.604;5.360;3.191;-1.538;3.040;3.212;2.220;2.212;1.525;2.002
PCPIPCH;South Africa;14.236;15.741;14.400;12.587;11.180;16.201;18.750;16.194;12.892;14.506;14.286;15.566;13.673;9.874;8.824;8.709;7.320;8.623;6.872;5.211;5.374;5.630;9.165;5.874;1.418;3.339;4.663;7.116;11.536;7.130;4.257;5.000;5.654;5.752;6.067;4.504
GGXCNL_NGDP;South Africa;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-1.539;-1.132;-1.071;-1.785;-1.168;-0.334;0.703;1.242;-0.455;-4.725;-4.793;-3.865;-4.099;-4.068;-4.103;-4.183
BCA_NGDPD;South Africa;3.977;-6.053;-4.391;-0.465;-2.436;3.949;4.133;5.800;2.712;1.537;1.344;1.148;1.466;2.075;0.011;-1.608;-1.122;-1.454;-1.719;-0.498;-0.126;0.274;0.902;-0.826;-2.766;-3.129;-4.477;-5.383;-5.537;-2.728;-1.501;-2.158;-4.956;-5.766;-5.443;-4.568
NGDP_RPCH;South Sudan;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-46.805;24.209;5.456;3.393
PCPIPCH;South Sudan;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;45.078;-0.039;-0.746;28.978
GGXCNL_NGDP;South Sudan;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;4.574;-15.636;-5.226;-6.749;-15.043
BCA_NGDPD;South Sudan;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;18.230;-22.373;-0.459;-0.733;-13.909
NGDP_RPCH;Spain;1.203;-0.408;1.239;1.652;1.698;2.362;3.432;5.709;5.285;5.004;3.847;2.525;0.851;-1.314;2.335;4.122;2.421;3.865;4.469;4.745;5.053;4.004;2.880;3.186;3.170;3.717;4.177;3.769;1.117;-3.575;0.017;-0.620;-2.090;-1.228;1.389;2.455
PCPIPCH;Spain;15.578;14.549;14.416;12.174;11.280;8.815;8.795;5.248;4.837;6.791;6.722;5.934;7.145;4.569;4.718;4.674;3.599;1.877;1.764;2.235;3.484;2.827;3.589;3.102;3.053;3.382;3.563;2.844;4.130;-0.238;2.043;3.052;2.436;1.526;-0.180;-0.733
GGXCNL_NGDP;Spain;-1.787;-2.149;-5.248;-4.465;-5.143;-6.547;-5.666;-2.984;-3.108;-2.678;-3.594;-4.269;-3.939;-6.582;-6.012;-6.503;-4.878;-3.403;-3.242;-1.460;-1.023;-0.549;-0.415;-0.368;-0.028;1.207;2.197;2.000;-4.424;-10.958;-9.385;-9.419;-10.321;-6.795;-5.833;-4.302
BCA_NGDPD;Spain;-2.302;-2.505;-2.386;-1.424;1.213;1.152;1.467;-0.012;-0.987;-2.796;-3.381;-3.487;-3.408;-1.048;-1.207;-0.300;-0.222;-0.086;-1.146;-2.853;-4.401;-4.391;-3.738;-3.884;-5.586;-7.494;-8.990;-9.648;-9.251;-4.281;-3.922;-3.166;-0.283;1.438;0.114;0.272
NGDP_RPCH;Sri Lanka;5.847;5.345;5.233;3.314;6.725;4.957;4.281;1.454;2.698;2.250;6.174;15.455;4.611;4.279;6.946;5.628;5.452;6.298;4.655;4.410;6.024;-1.545;0.295;5.940;5.445;6.242;7.668;6.797;5.950;3.539;8.016;8.246;6.341;7.300;7.400;6.500
PCPIPCH;Sri Lanka;26.145;17.969;10.826;13.964;16.638;1.481;7.976;7.717;13.992;11.568;21.495;12.186;11.383;11.747;8.448;7.675;15.937;9.565;9.371;4.692;6.176;14.158;9.551;8.969;9.011;10.983;10.020;15.842;22.394;3.465;6.218;6.717;7.543;6.912;3.268;1.700
GGXCNL_NGDP;Sri Lanka;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-7.558;-9.432;-5.858;-6.831;-8.761;-8.427;-8.136;-6.813;-8.164;-6.687;-9.179;-10.080;-8.192;-7.312;-7.497;-7.029;-7.001;-6.875;-7.020;-9.852;-7.958;-6.880;-6.452;-5.862;-5.913;-6.651
BCA_NGDPD;Sri Lanka;-19.319;-14.712;-16.107;-8.837;-0.865;-6.830;-8.518;-7.206;-9.240;-7.998;-4.556;-6.845;-5.676;-5.845;-8.144;-7.702;-6.283;-3.397;-2.189;-4.147;-6.299;-1.102;-1.378;-0.389;-3.136;-2.480;-5.304;-4.324;-9.540;-0.510;-2.169;-7.801;-6.705;-3.864;-3.740;-2.033
NGDP_RPCH;St. Kitts and Nevis;1.278;2.702;6.112;-2.058;9.651;6.437;8.842;8.268;10.353;6.013;5.454;2.270;3.077;5.418;5.404;3.462;5.897;7.327;1.024;3.943;6.490;5.283;1.167;-4.384;3.935;8.722;4.561;4.819;3.420;-3.773;-3.827;-1.883;-0.861;3.815;6.960;3.473
PCPIPCH;St. Kitts and Nevis;19.332;8.559;5.975;2.230;2.727;2.666;-0.029;0.937;0.230;5.133;4.200;4.201;2.837;1.791;1.427;3.000;2.048;8.675;3.684;3.351;2.110;2.138;2.078;2.268;2.250;3.374;8.487;4.481;5.300;2.058;0.603;7.071;1.414;0.666;1.013;1.993
GGXCNL_NGDP;St. Kitts and Nevis;-6.467;-4.443;-4.595;-3.997;-4.777;-8.411;-4.264;-15.227;-7.510;-2.993;0.621;0.919;0.499;0.244;0.791;0.899;-2.266;-2.202;-3.964;-10.054;-11.976;-9.837;-14.520;-6.906;-7.443;-3.552;-1.785;-3.588;-3.867;-2.833;-7.459;1.863;4.867;12.308;10.258;1.401
BCA_NGDPD;St. Kitts and Nevis;-11.411;-6.794;-8.355;-19.913;-2.095;1.013;-3.745;-9.853;-13.255;-24.185;-23.511;-14.955;-3.842;-12.055;-8.950;-15.543;-22.551;-18.767;-12.649;-17.289;-15.776;-23.349;-25.939;-25.011;-13.645;-11.915;-13.501;-17.428;-26.801;-25.721;-20.789;-15.899;-9.805;-6.666;-10.733;-16.216
NGDP_RPCH;St. Lucia;-0.510;5.105;2.114;4.059;8.010;12.590;14.966;1.790;14.655;8.096;12.178;-0.320;7.795;2.623;1.655;2.247;1.834;0.324;4.191;3.799;0.251;-2.915;-1.406;4.391;7.586;-2.489;8.629;-0.456;3.401;0.642;-0.174;1.255;0.610;-0.456;-1.108;1.795
PCPIPCH;St. Lucia;19.367;15.125;4.614;1.473;2.049;0.503;2.174;7.039;0.829;4.395;4.331;5.539;5.661;0.775;2.664;5.863;0.925;-0.006;3.202;2.415;4.848;5.273;-0.256;1.034;1.460;3.911;3.564;2.823;5.550;-0.157;3.250;2.769;4.178;1.472;2.456;2.362
GGXCNL_NGDP;St. Lucia;n/a;n/a;n/a;n/a;n/a;-1.709;-1.826;0.643;2.322;1.050;0.355;-0.501;-0.786;-0.305;-0.022;-0.160;-0.695;-1.335;2.666;1.928;-1.393;-3.689;-3.656;-3.843;-3.102;-7.206;-5.886;-1.866;-0.868;-3.113;-4.896;-6.492;-9.239;-5.862;-6.176;-7.084
BCA_NGDPD;St. Lucia;-20.387;-22.613;-19.459;-7.155;-10.353;-0.766;-1.856;-4.031;-4.923;-15.547;-12.667;-14.329;-9.965;-9.217;-8.135;-4.284;-8.863;-11.812;-8.253;-14.439;-12.065;-14.469;-14.200;-18.204;-10.242;-13.770;-28.820;-30.006;-28.880;-11.565;-16.218;-18.732;-13.507;-12.779;-12.411;-13.359
NGDP_RPCH;St. Vincent and the Grenadines;2.103;7.237;2.351;3.556;6.718;4.642;6.790;4.501;14.812;3.038;6.669;1.400;6.936;1.788;-2.908;8.275;1.172;3.135;5.747;3.597;2.006;1.662;6.126;7.344;4.609;3.025;6.007;3.023;-0.478;-2.000;-2.342;0.192;1.086;2.394;1.094;2.079
PCPIPCH;St. Vincent and the Grenadines;17.207;12.736;7.228;5.458;2.702;2.079;1.154;2.874;0.443;2.640;7.249;5.919;3.805;4.252;0.442;2.348;4.413;0.493;2.091;1.031;0.195;0.844;0.749;0.125;2.854;3.444;3.015;6.994;10.122;0.373;0.752;3.186;2.598;0.805;0.196;0.159
GGXCNL_NGDP;St. Vincent and the Grenadines;-4.641;-3.722;-0.364;-2.811;2.028;4.000;1.859;0.473;-0.124;-2.934;1.158;-1.319;-4.359;-2.311;-0.558;0.571;1.060;-3.806;-2.725;-2.877;-1.605;-1.667;-1.721;-2.105;-2.784;-4.451;-3.074;-3.122;-1.362;-3.017;-3.908;-7.183;-2.055;-6.272;-4.825;-5.058
BCA_NGDPD;St. Vincent and the Grenadines;6.448;0.627;-9.201;-7.147;-3.132;0.439;-2.241;-15.124;-8.105;-11.296;-7.515;-16.228;-8.539;-15.719;-20.081;-12.952;-10.070;-23.524;-24.931;-17.574;-6.034;-8.694;-9.086;-16.495;-19.762;-18.557;-19.547;-28.031;-33.121;-29.237;-30.579;-29.402;-27.540;-31.277;-29.373;-27.644
NGDP_RPCH;Sudan;2.500;6.320;4.127;-1.510;-5.626;-0.624;9.929;6.463;4.363;1.419;-1.700;9.909;-3.959;6.172;2.027;3.013;6.322;62.187;22.723;22.280;23.638;7.971;5.737;8.234;6.608;0.428;8.913;8.494;3.042;4.686;3.012;-1.154;-3.484;3.709;3.391;3.300
PCPIPCH;Sudan;26.531;24.019;26.608;30.566;33.659;45.625;59.996;26.512;62.864;65.338;-0.874;123.578;117.624;101.305;115.478;68.375;132.824;46.650;17.105;15.995;8.033;4.871;8.334;7.711;8.418;8.489;7.200;7.999;14.284;11.257;12.990;18.094;35.550;36.522;36.907;19.034
GGXCNL_NGDP;Sudan;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-14.887;-24.320;-22.520;-7.387;-2.785;-3.197;-2.397;-0.515;-0.542;-0.802;-0.748;-0.914;-0.840;0.930;0.224;-2.470;-1.351;-3.486;0.566;-5.078;0.284;0.211;-3.337;-2.260;-1.037;-1.523
BCA_NGDPD;Sudan;-9.402;-19.284;-21.274;-10.096;-8.807;-13.656;-16.857;-12.291;-17.704;-11.147;-90.000;-90.834;-43.701;-21.921;-22.746;-14.519;-11.905;-9.353;-9.621;-4.045;-0.180;-5.354;-5.558;-5.016;-4.823;-10.041;-8.845;-5.989;-1.570;-9.630;-2.054;-0.428;-9.315;-8.649;-5.156;-4.239
NGDP_RPCH;Suriname;-6.500;1.900;-6.300;-5.100;-3.000;-0.900;-2.400;-8.800;10.800;2.300;-1.500;2.781;-0.200;-7.256;3.249;1.101;1.271;5.736;1.550;-0.900;-0.100;4.902;3.747;6.190;7.305;4.919;5.767;5.099;4.149;3.017;4.213;5.296;4.794;4.101;2.900;2.700
PCPIPCH;Suriname;14.151;8.678;7.119;4.374;3.688;10.852;18.664;53.418;7.340;0.758;21.766;25.967;43.666;143.511;368.479;235.531;-0.794;7.252;19.066;98.724;58.608;34.366;15.516;23.001;9.126;13.981;11.143;6.619;14.927;-0.387;6.817;17.721;5.007;1.923;3.377;1.891
GGXCNL_NGDP;Suriname;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;n/a;-5.135;-11.948;-8.302;-3.957;1.109;-0.343;-1.345;-3.376;-11.383;-7.831;-11.281;0.724;-5.790;1.283;-1.079;-0.991;1.058;2.197;1.601;-2.370;-3.058;0.522;-3.974;-6.927;-5.008;-5.716
BCA_NGDPD;Suriname;1.301;-2.048;-4.110;-13.028;-9.084;-2.452;-3.690;-2.069;-2.120;8.222;6.567;-12.936;3.267;10.409;12.276;7.290;-7.798;-12.983;-17.240;-14.756;2.553;-7.670;-9.517;-9.848;-7.373;-6.424;8.399;11.051;9.191;2.872;14.899;5.755;3.396;-3.928;-7.291;-7.792
NGDP_RPCH;Swaziland;-3.811;14.641;1.173;1.202;6.162;3.792;12.264;14.607;6.570;12.912;9.752;1.757;3.113;3.029;2.398;4.914;3.441;3.290;2.741;2.734;2.039;1.158;1.777;2.241;2.906;2.463;3.303;3.504;2.374;1.250;1.866;-0.605;1.864;2.804;1.707;1.858
PCPIPCH;Swaziland;18.200;20.056;10.807;11.568;12.940;20.463;13.737;13.377;20.395;7.546;13.092;8.934;7.558;12.023;13.769;12.289;6.425;7.945;7.510;5.862;7.200;5.942;12.020;7.290;3.445;1.751;5.200;8.076;12.657;7.448;4.509;6.107;8.940;5.620;5.789;4.596
GGXCNL_NGDP;Swaziland;n/a;-1.422;-0.666;-0.307;0.594;-0.619;-1.940;0.988;3.068;5.518;5.762;3.982;-1.571;-3.195;-3.597;-0.078;-0.593;1.477;1.404;-0.770;-1.320;-2.492;-4.206;-2.403;-4.498;-1.932;9.442;2.584;1.693;-3.308;-10.589;-4.256;5.288;0.723;-2.044;-3.152
BCA_NGDPD;Swaziland;-13.211;-8.212;-12.095;-10.504;-8.809;-6.150;1.618;7.427;10.620;8.568;4.520;4.047;-3.134;-4.655;0.129;-1.737;-3.199;-0.158;-5.884;-2.133;-3.006;0.664;2.706;4.822;2.941;-3.974;-6.666;-2.149;-7.649;-13.049;-9.979;-8.154;3.820;6.292;0.919;0.389
NGDP_RPCH;Sweden;4.555;-0.191;1.242;1.878;4.312;2.217;2.788;3.400;2.602;2.746;1.029;-1.079;-1.182;-0.400;4.088;4.024;1.518;2.900;4.227;4.530;4.735;1.563;2.074;2.386;4.321;2.818;4.688;3.405;-0.557;-5.185;5.989;2.664;-0.286;1.282;2.136;2.661
PCPIPCH;Sweden;17.452;12.104;8.589;8.873;8.044;7.373;4.236;4.189;5.825;6.443;10.367;9.445;2.374;4.728;2.158;2.455;0.533;0.658;-0.267;0.462;0.899;2.406;2.158;1.926;0.374;0.453;1.360;2.212;3.437;-0.494;1.158;2.961;0.888;-0.044;-0.180;0.225
GGXCNL_NGDP;Sweden;-5.464;-4.409;-6.335;-4.853;-2.729;-3.364;0.007;3.701;3.707;3.638;3.769;0.284;-8.662;-10.939;-8.816;-7.041;-3.190;-1.568;0.841;0.751;3.416;1.500;-1.405;-1.199;0.396;1.854;2.105;3.366;2.051;-0.924;-0.008;0.031;-0.680;-1.359;-2.129;-1.328
BCA_NGDPD;Sweden;-3.175;-2.231;-2.996;-0.719;0.702;-0.920;0.022;-0.012;-0.267;-1.470;-2.511;-1.747;-3.202;-1.242;1.043;3.191;3.344;3.907;3.640;3.937;3.962;4.741;4.483;6.596;6.299;6.463;8.257;8.862;8.549;5.918;6.011;6.881;6.625;7.306;6.267;6.311
NGDP_RPCH;Switzerland;5.110;1.561;-1.476;0.697;3.092;3.688;1.860;1.518;3.291;4.376;3.699;-0.935;-0.133;-0.181;1.333;0.559;0.565;2.294;2.871;1.607;4.134;1.440;0.151;0.084;2.666;3.090;4.099;4.134;2.221;-2.114;2.870;1.898;1.101;1.943;1.993;0.819
PCPIPCH;Switzerland;4.022;6.486;5.671;2.950;2.937;3.427;0.743;1.435;1.872;3.154;5.404;5.859;4.037;3.293;0.851;1.798;0.810;0.519;0.019;0.808;1.561;0.990;0.640;0.636;0.801;1.174;1.061;0.738;2.433;-0.477;0.685;0.226;-0.698;-0.219;-0.012;-1.186
